# ra,dec,g_cmodel_mag,g_cmodel_magsigma,r_cmodel_mag,r_cmodel_magsigma,i_cmodel_mag,i_cmodel_magsigma
186.00329046547222,0.9888712497445655,19.6567307,0.000920179416,19.0143814,0.000787321012,18.8966255,0.000548359414
186.05959429447697,0.619186382136529,18.6962891,0.000493160915,18.4956665,0.000460727344,nan,nan
186.65427101700746,1.5044462799496248,18.8653946,0.000756242778,18.3977451,0.000659613928,nan,nan
188.2053161924491,1.7498541250711246,19.8783474,0.00254291832,19.6856346,0.0011967672,19.6405544,0.00176163553
188.80984879125603,3.071329085071017,,,19.1122723,0.000788376434,,
189.0118031342483,0.3954497474163783,18.3947029,0.000609704817,18.4107475,0.000652052579,nan,nan
189.3521832607924,1.1043187247172095,18.3651505,0.000576361374,18.0196419,0.000437635143,nan,nan
190.327772877108,3.611567569182629,,,19.6655693,0.00102854159,,
190.696520504374,2.1382033852114453,nan,nan,17.827137,0.000481177267,,
194.81438142921425,1.3024111505189735,18.8651581,0.000825716241,18.8281097,0.000646285131,,
195.2723904746684,-1.3218151100408067,19.6514931,0.00147455302,19.4627571,0.000973587681,,
195.45858619251817,1.4320711669739261,18.0643082,0.000974627386,18.0565472,0.000659560028,,
195.70952160249817,1.8917804774691114,19.1495018,0.00183799164,19.3750095,0.00169279054,,
196.91462486187146,1.3804784774918863,18.5811634,0.000795181724,18.7449894,0.000719413045,,
197.66995141180018,-0.7785739688165714,19.6792526,0.00117760187,19.3555489,0.000708070933,,
200.7131247494145,-2.2325877726653043,,,18.6566658,0.00137556589,,
203.0910779911888,-0.78774440827663,,,18.7646675,0.000576560036,,
203.14245223907156,0.15602526133099334,,,20.4690285,0.0017425426,,
203.8134090617415,1.090853933202145,,,18.9943199,0.000997767318,18.9783592,0.00153646187
204.44647640983132,43.234510352548796,18.2703571,0.00125062244,18.4268818,0.000542130321,,
205.8612683047718,43.149468647052565,nan,nan,18.9168854,0.000695502094,,
206.0710975545907,-1.9531238727365894,19.7070999,0.00185511389,19.5462284,0.00202096114,19.3883438,0.00146431616
206.36780884273162,42.081853172498406,,,18.6995888,0.00111215131,,
207.01777409576016,1.4522500849754376,19.6430283,0.0015904546,19.4394989,0.0013725009,19.1683788,0.000711174798
208.1986618370209,-1.0561073693676157,19.1366844,0.000783036521,18.8187218,0.000569195894,18.9035587,0.000651458395
212.1297546447882,1.1473843584062728,19.2647781,0.000707207306,19.0536175,0.000661150261,19.0540504,0.000612719567
213.38839559676745,-1.4199215437705799,19.1724682,0.000683883613,19.1016884,0.000700626115,19.2152252,0.000719394942
216.56131373672693,-0.7311318348025162,19.1101055,0.000650503032,19.0482159,0.000642200583,18.8090401,0.000428960047
218.5119811281529,-1.3731889108694646,19.238081,0.000894075842,19.0443745,0.000890421565,18.9019775,0.000532426639
219.7714860033784,44.16858138373449,nan,nan,nan,nan,nan,nan
220.93330132802257,-1.4409787245543075,18.6002846,0.000516496715,18.552475,0.000472031359,nan,nan
222.8165271033405,43.219326911058786,18.9837589,0.000809739635,18.9478951,0.000727455597,18.8956795,0.00104466337
224.1488667438405,0.19742970859581785,19.595768,0.000995462644,19.6796436,0.000960773963,19.5510178,0.000733290857
224.97967904061386,-1.8023421797514378,19.2502537,0.000911975454,19.1327744,0.000954764313,18.9089737,0.000754617737
225.48301104353024,0.7897178618615672,20.2109833,0.00184013718,20.2441826,0.00214504264,20.1806774,0.00150679273
235.79740813549992,42.93686110246195,18.8137913,0.000440699107,18.8332806,0.000578392937,nan,nan
236.4517562480454,43.3485339052015,19.6038685,0.000678217504,19.3553276,0.000735590467,19.1707611,0.000609305396
330.42627444953484,-0.4162928947251094,20.6989193,0.00246701855,20.5864143,0.0025096829,20.292408,0.0014068248
330.43548302409465,0.38691073003458026,19.7917347,0.00141374953,19.7723274,0.00163675507,19.8964958,0.00130317186
330.55559648709516,0.7451255090784951,nan,nan,19.7353401,0.00248195766,19.5115051,0.00106764073
332.67526620904994,1.0560692498280697,19.9235725,0.00109639799,19.3362045,0.000979164033,18.6578217,0.000409303437
332.7471538172662,-1.0599585983564965,21.1149597,0.00279743737,20.688591,0.00236863806,20.5191727,0.00185687502
334.75783644222315,0.007221829645417825,19.7730713,0.000791379192,19.4860477,0.000827845477,19.4712944,0.000618846214
337.68773309334046,-0.09395936726834934,20.5986328,0.00163352943,20.344799,0.00134763785,19.9845352,0.00149998104
337.84635512381897,-0.7602475279359199,19.8409882,0.00123262138,19.6154976,0.00100607402,19.5172653,0.000910336152
338.63927552412105,-0.010131022188208078,18.9716587,0.000600322906,18.8761711,0.000572051096,nan,nan
339.93316822857565,-0.5272460072561823,19.3520622,0.000752845313,19.2963085,0.000725539867,19.3363914,0.000816131709
346.15685510803274,-0.950911301999862,20.0439205,0.00151445949,19.9589462,0.00164440239,19.9153309,0.00111103663
347.483373448133,-0.04435970749565607,20.3523026,0.00129407982,20.3945847,0.00163915649,20.1154537,0.000936024589
347.5017000272992,-1.1033191224461674,18.1091385,0.000478807633,17.8378258,0.000432083645,nan,nan
348.5577790505367,0.40982791687710096,19.9728374,0.00111348659,19.8418407,0.00137342873,19.6390228,0.000792338629
349.42784961871,1.240349156648284,20.484211,0.00131748582,20.2850304,0.00128557195,19.8402519,0.000885965885
351.80413172761973,-0.6050743842366921,20.1866512,0.00137929816,19.9183044,0.00103345525,19.6119518,0.000912924588
352.7092430740437,0.46221024737010485,21.0620823,0.00271776738,20.6114788,0.00186124071,20.1422253,0.00129600579
353.31077752262945,0.06631007933046308,20.6919403,0.00166929152,20.6054573,0.00131581782,20.2025146,0.00171506684
353.99519724224746,-0.34495990197731813,20.70854,0.00205264171,20.2550087,0.0012183974,20.1794319,0.00112594874
354.10019553405806,0.046105203306039164,18.1130219,0.000469139166,nan,nan,nan,nan
355.29169690185546,-0.6997529097215293,20.9323349,0.00226312457,19.8153172,0.0014208958,19.5817928,0.000972772832
356.2869497071211,-0.07784880596251538,19.9213676,0.00137914869,19.9114704,0.00102405949,19.8704643,0.00133467733
357.8605571318056,-0.9270883869196342,20.0344944,0.00185424055,19.8465919,0.00127016066,19.8325253,0.0010703078
359.9338986338576,-0.960620904852727,19.0598927,0.00105588778,18.9677029,0.000748348073,18.7131195,0.00059085025
0.1934345841489883,1.2391151438327295,20.9589348,0.00201586122,19.823637,0.00109195034,19.4797058,0.000729771797
0.26886257379949624,0.4649554272872968,21.4826412,0.00337540614,21.465414,0.0031065857,21.038868,0.00209982041
0.7196878971587822,-0.058603123180507304,22.1988487,0.00549404789,21.1069145,0.00218989188,20.9623642,0.00223599677
0.7908559886291007,-0.7106025948659237,20.1258392,0.00168089755,19.6104679,0.00113681715,19.6457214,0.0011074089
1.215811391583768,1.2110907524887868,20.1750259,0.00147949695,19.8106861,0.00112783385,19.6231804,0.000686397194
1.215811391583768,1.2110907524887868,20.1757469,0.00147973816,19.8127899,0.00112846389,19.625721,0.0006867802
3.9032889494714684,0.6325973521449159,20.6421223,0.00255034305,20.2890148,0.00176329177,20.2335854,0.00477548921
5.42088881389943,0.6449300006243585,18.8604298,0.00115090632,18.2123833,0.00066283287,,
6.0127560422491255,-0.6522554347154347,19.6065254,0.00205217069,19.6278496,0.00124275102,,
6.809224890967849,0.2010461991032282,18.9569397,0.000817306922,19.1135693,0.000758160313,,
7.228626215884989,0.5781017819608165,nan,nan,19.4457073,0.00149635726,,
8.727208078944255,0.8013996249012327,19.935091,0.00169996929,19.9488297,0.00129583164,,
16.51610995213036,1.08505631143196,19.0303001,0.000725579099,18.9370804,0.000672709197,18.7306461,0.0013444426
16.71230926762959,-0.6032253909314002,19.4329662,0.000965848274,19.359314,0.00119983603,19.1974449,0.00165410351
17.047933624677214,0.08951260287346392,20.1447754,0.00131545006,20.0932083,0.00122702098,nan,nan
18.651637007580202,-0.7268695404749933,20.2271881,0.00159638771,19.8714733,0.00137738721,19.8707237,0.0027159329
19.12416823657065,0.8997655108274585,19.4985809,0.000918158272,18.9753418,0.000943585124,18.8434105,0.00174615288
19.352224712206915,-0.35571802411148795,20.6272945,0.00160654972,20.4466343,0.0014106069,20.511467,0.00381646049
20.31061703716644,-1.0251366170058078,19.0606079,0.000900063023,18.7568913,0.000859978667,18.6131134,0.00136353215
20.7309205427452,1.0542920116009116,21.6009579,0.0028950891,20.3713436,0.00144071481,,
20.91697138297332,1.0589052227568205,18.7262268,0.000532596954,18.5636368,0.000474327273,,
28.869286438496424,-0.6491039863786238,nan,nan,19.6285095,0.00169459742,,
29.247874530446456,0.11748178025204756,19.4121304,0.000912864984,19.2453594,0.000720130396,,
30.545747379680403,-0.3738310825132802,21.3705368,0.00221519289,20.2179298,0.00110193633,nan,nan
30.559707759800425,1.0935239603936453,19.4565773,0.000868108764,19.3651791,0.000770645565,,
30.676589411226857,1.0831100266448292,19.8784847,0.00108018832,19.4708271,0.000893193763,,
33.70744297622503,-1.190717353812555,19.8213921,0.00119891285,19.2896233,0.000881849148,18.6887474,0.00124622381
34.044028687362946,0.09401340888565382,18.840004,0.000597003032,18.5759277,0.000512099592,,
34.252135719687196,0.7888521655729263,19.4591084,0.0009352286,19.4161243,0.00100856111,,
36.276617640916626,-0.05953897488096018,20.4769325,0.0022588782,20.0577908,0.00153169082,,
36.49998437077134,0.5429581929074988,20.3233013,0.00166675495,19.9526978,0.00136450643,,
39.07295032894223,0.43267518031185903,20.0417423,0.00136195379,19.88661,0.00122212793,,
130.44944843052673,5.510784854215675,19.1892242,0.00120009657,,,,
132.24836243707713,-0.39871774988962394,20.0578728,0.00118227454,19.7993202,0.00108013058,19.8248615,0.00089645246
132.57423283014344,1.6262346443306008,19.6400337,0.000783177675,19.4102154,0.000762821466,19.0830173,0.00057487766
133.17189435521618,2.33948411417455,19.7921982,0.000849205884,19.5235558,0.000924051448,19.501955,0.000853872509
139.83876794965326,1.8040218852154286,19.3508873,0.000989532797,19.2519684,0.000987209962,19.4679489,0.000746138277
139.9253780825301,3.189985193528951,19.2357559,0.000868034083,19.0294914,0.000955523865,18.9555492,0.00045418588
141.27112265655276,2.2087839527070185,20.4829788,0.00239131437,20.4901409,0.00326686888,20.455595,0.00154320826
142.130729969771,-0.4569219574108187,19.9636478,0.000969455461,19.6870575,0.00111259951,19.7385998,0.000767961959
142.2319460428104,1.476863567353706,17.9284286,0.00058379228,17.8220997,0.000553220743,nan,nan
142.43090831075762,0.6909301028803633,nan,nan,16.9670048,0.000347730849,nan,nan
145.10907926589198,-0.025473771404691106,20.0701542,0.00177412084,19.7335358,0.00144316966,19.3923569,0.000627593545
146.820749759088,0.5130702792801003,20.2328377,0.0014027725,19.7352409,0.00128608802,19.5597954,0.000672908092
150.35546336178695,1.4723184695119722,20.4528522,0.00128469896,20.2584248,0.00124861579,20.3243847,0.0010759437
151.73786754510806,0.7534514163462154,19.9277458,0.00121311715,19.9172134,0.00108447834,19.8314857,0.000727124512
152.00897736449744,1.4752890160042085,19.2588806,0.00108537567,19.028368,0.000741629454,18.9923992,0.000562052592
153.01551270391653,1.3546120059620714,20.1876163,0.00168568816,19.9841347,0.00127111096,19.8233833,0.00101432914
155.74915334082715,1.023209700551832,,,18.4937248,0.000558517291,18.111084,0.000709773332
166.72691567858718,1.4367635282479312,19.1487885,0.00146977941,18.9443207,0.00129857729,,
168.19291865862442,0.8326378136694674,20.3625336,0.00106730498,19.1488419,0.000652589777,,
170.97062611938327,-1.9885624528344525,19.8317451,0.00159003248,19.7405243,0.00187762291,,
172.30195752618246,-1.8463240279331257,19.8107052,0.00127300841,19.6708565,0.00132786576,,
172.54909886706554,1.4621628231281174,18.9559364,0.000952895614,18.8952217,0.000837319181,,
174.0773680134545,-2.479018839410026,19.0355797,0.00164306699,18.887434,0.00174632855,18.6942329,0.00138139597
174.24995948211637,-0.9214809678558437,19.7072868,0.00117908732,19.5712872,0.00115516689,19.2958908,0.000803515373
176.3938228969068,-0.7274197149891692,19.4158268,0.000845998991,19.4128437,0.000953903014,19.2799969,0.000594666402
180.82484968446448,2.202696135824628,nan,nan,nan,nan,nan,nan
181.59058216194057,0.3614319421629057,21.074543,0.00204805261,19.9955406,0.00113582797,19.8449326,0.000869005686
181.60258112138575,0.20164812814005306,18.8329201,0.00071640755,18.8659325,0.000632738636,18.8930016,0.000463879289
182.09971604882338,-0.8961589752450614,19.3581867,0.000758384995,19.0306892,0.000554420461,19.150753,0.000561141409
185.69506736625831,2.180894161136281,18.4815712,0.00133408536,18.4146461,0.00118200865,18.2732315,0.000912861316
186.78004917670552,4.236496260756047,,,18.7387047,0.000897900085,,
187.02326792917327,1.6886613462148685,17.7520523,0.000686493178,17.6811161,0.000430942338,nan,nan
187.28182488642605,0.17925161144771662,19.979641,0.00101225649,20.2233009,0.00144583744,19.8570271,0.00100599055
188.43021790808723,1.1353280655296074,19.9036102,0.00119614822,19.6578255,0.00101797888,19.788496,0.000839799235
192.0979253237249,5.228962344652576,,,18.7270279,0.00127174519,,
193.82418775609844,1.829917066641621,nan,nan,19.8410721,0.00254915212,,
196.07082169087943,2.093615284477732,17.6132736,0.000940685044,17.495451,0.000724754937,,
198.45614599522997,1.3475560078210205,18.5705643,0.000639356091,18.4666824,0.000662725186,,
198.5330164427473,1.8853887947947878,19.7071629,0.0026545187,19.4654121,0.00211621821,,
199.06267513369937,1.4136505022918127,19.5858879,0.00131629349,19.3422852,0.000930942013,,
200.7691062661001,-0.6490302647428808,,,18.2831192,0.00050176034,17.8572216,0.000792680716
201.72897851813985,-0.09169919855740567,,,20.6049576,0.00186384458,20.0136623,0.00279728114
202.86933729986734,43.41619528284189,21.1054573,0.0045029074,19.9994011,0.00126818207,,
205.31232548421823,1.1518819271480896,18.4683151,0.00116811658,18.4459991,0.000697353447,18.452198,0.000721256947
205.63491754346302,-0.5308623248884572,nan,nan,18.5492325,0.000635282078,18.4553089,0.00104980241
206.14520386052646,-1.6549783881186684,18.8224697,0.000994952279,18.7077827,0.000787559256,18.6336479,0.000651144714
207.62130467910652,-0.9479978296124378,21.2453861,0.00250369171,20.6177483,0.00173119712,20.0245399,0.00090829609
210.21346661526547,1.4317572125972649,18.4829216,0.000696722593,18.5262146,0.000637444959,18.7538853,0.000503075426
211.233591220546,0.6650511478335169,nan,nan,nan,nan,nan,nan
213.75157652283386,52.116249147859214,18.8734932,0.000552161655,19.0558472,0.000694553775,18.9815025,0.000654255331
215.36877015614775,-2.3198118218431407,21.2304001,0.00507659884,21.1846008,0.00672624866,nan,nan
215.84280189325096,44.58329014262951,17.698246,0.000990449451,17.7898026,0.000667956134,17.6561623,0.000636352692
216.3786835745338,44.75716011174043,19.4695091,0.0021589729,19.0768547,0.00150401797,nan,nan
220.62001733388448,4.551465652279533,,,,,nan,nan
220.63190935432203,0.7277422100665644,20.5611439,0.00227726274,20.2399025,0.00167492079,20.1744099,0.00121117826
220.7505657437191,-0.9074257651835246,20.1149101,0.00128291489,20.1566982,0.00122619129,19.846199,0.000878437248
221.0939981256033,4.103884392014939,,,,,18.3660126,0.000957473007
221.60627316196005,0.8749224435036436,19.6039333,0.000925493834,19.2593422,0.00092482398,19.2782135,0.000634692144
222.33942214358171,4.2814154955122765,,,,,nan,nan
222.56223359058797,44.60300122324781,20.6782341,0.00339946942,20.7224922,0.0030505457,20.4584846,0.00405105902
223.01290556823378,0.7030746240112967,20.3836899,0.00176323671,20.1034985,0.00137371267,20.1607552,0.00110844965
223.64061062650325,1.5101595198660964,20.4516106,0.00117168389,20.3024254,0.00176905608,20.0598068,0.00102550327
223.8442152429055,2.2071467237242346,18.5217552,0.000643069856,nan,nan,18.3306789,0.000374345051
224.66547315116267,4.438364676041207,,,,,19.4689312,0.00210481626
225.65033594917847,43.94657908067932,19.2026958,0.000980509329,18.9591484,0.000880622247,18.9307938,0.000695161056
226.0871342917794,1.8665125754642964,17.9931374,0.000831842248,,,16.637291,0.000295933627
226.30654774861614,41.87095191887058,18.2403259,0.00104974583,18.0829887,0.00103551091,nan,nan
227.1420670823415,43.16369453711238,18.9479446,0.000719552045,18.7552757,0.000631700386,18.4907837,0.000447610393
227.7342377615607,42.52749828349119,19.0358505,0.000773378997,18.9331627,0.000770866522,18.8263168,0.000499612652
231.19011985959654,44.16376505198733,19.9886742,0.00125389709,19.181673,0.000780795759,18.7925301,0.000551642093
234.68232348023926,42.552209584739686,18.7737083,0.000530929537,18.4048939,0.000559658161,18.4220829,0.000417857693
240.7958392747368,43.491392248431474,19.3360367,0.000693448645,19.4327354,0.000730780128,19.6390362,0.000669642177
242.3691730850116,43.95524836662945,19.0463829,0.000844911032,18.8251324,0.000766492041,18.7087727,0.000386385887
247.51925523359822,43.1687883419488,19.2790871,0.000771472754,19.1307526,0.000643463805,19.0918484,0.000600434723
330.99434957837474,0.3487899960401221,19.7387733,0.00137545867,19.6590691,0.00139535312,19.5134048,0.000874592108
334.08441599872174,-0.27566188773526257,19.5766335,0.000637887104,19.364872,0.000794327585,19.4393749,0.000804277021
336.3278141918473,1.2120877473083376,20.221674,0.00153200829,20.0934982,0.00117097725,19.9287491,0.000879082887
339.68153659419113,0.2800103546604063,19.6588268,0.000917689234,18.798027,0.000467068108,nan,nan
341.7061604202998,-1.1088660137751596,19.413147,0.00123933051,19.2859268,0.00125937024,19.0720596,0.000628765265
344.3695662583222,0.18903861540278255,20.1627121,0.00112203264,20.0565224,0.00107841776,20.0227051,0.00102885324
344.71612819773406,0.7435934651862847,19.69631,0.00157254026,19.4736309,0.00129136234,19.35252,0.000725158956
345.2767097690925,-0.3852567753838453,19.6198997,0.00118099467,19.6035194,0.001134997,19.3683491,0.000715938397
345.3632571560195,1.0996964912015619,20.1311207,0.00135953457,19.9344501,0.00129411381,19.4975681,0.000861169712
346.0133626586735,0.029751959124465578,19.3064632,0.000718909956,19.1411629,0.000612897624,18.9648743,0.000509809644
346.51580124678566,0.055491324728787386,21.0026627,0.00270633562,20.7352371,0.00239817868,20.436697,0.00139908167
346.66520194024804,1.1486614702291378,21.0406685,0.00193558563,19.7095222,0.00105999329,19.4639244,0.000647343579
347.827887372671,-0.10477881443717872,20.5222778,0.00178668532,20.2411823,0.00172847952,19.891264,0.00086564559
349.2250862927164,0.14371003702211235,19.6789055,0.000968710869,19.4034634,0.000812110549,19.3259296,0.000798875524
350.7264192835906,-0.3061558690666127,19.585247,0.000901771651,19.6110439,0.000843983027,19.4510517,0.000883720233
351.4435806900965,-1.1176047101888789,20.3370266,0.00203884742,20.0908985,0.00306837633,20.4380665,0.0024270264
352.0474204510791,0.6430267364196849,20.6576118,0.00174298987,20.5151482,0.00153080968,20.0596886,0.00110865163
358.2979744820879,-0.20725693867244957,19.5411758,0.000860350148,19.46451,0.00074319914,19.210968,0.000576530816
358.94577061998666,-0.31576257116219386,20.3052826,0.00159740576,20.1408539,0.00119809411,19.9749947,0.000985883526
359.2901876585845,0.7740763500232557,20.0593777,0.00175167341,19.938776,0.00152226188,19.7966385,0.000989717199
359.82094905379506,-1.174729382682294,18.1769104,0.00105039228,nan,nan,nan,nan
0.7196882362164194,-0.05860346650344079,22.1970673,0.00550442934,21.1138458,0.002214893,20.9642296,0.00211732881
2.278941885799696,0.5479786298383955,20.4744911,0.00213701301,20.267374,0.00158170366,20.2300262,0.00124503986
4.080126838941323,0.4169259138461894,20.4751358,0.00244066119,20.3293915,0.00188357127,,
4.830465034007931,1.0312001475258104,18.4836559,0.00135061983,18.5036945,0.000756287132,,
6.048574137942874,-0.7300227358518634,18.4434357,0.00108765427,18.2323303,0.000602082873,,
6.874343904119884,0.09687888629124172,20.4710331,0.00199310831,20.2636738,0.00167111924,,
7.322133031157229,-0.4280590968580441,19.4744987,0.00133343658,19.3918896,0.0010839816,,
17.117455120704847,0.0038721871405513865,19.0405254,0.000589495583,18.6305542,0.000529858691,18.5342064,0.000798531983
17.119056467992426,0.051460429858411594,19.6332951,0.000941202918,19.3741379,0.000705429062,19.501585,0.00218386552
19.198528007608132,1.2469970443101694,19.7361488,0.000836654217,19.6322937,0.000757131143,19.4918194,0.00145322212
19.388626639792527,0.9568406718678516,20.5458279,0.00184161519,20.5393906,0.00165518664,20.5805473,0.00353101804
21.371168446708914,0.03631189801321717,20.8823967,0.00172821118,20.6255207,0.00154635368,20.681324,0.00451481389
21.535057102271708,0.43201638876970255,20.0883331,0.00110390771,20.1027317,0.00107994408,19.5675774,0.00235760096
22.41929120296542,-0.6796186655735731,19.9307747,0.00184854981,19.7284622,0.00190468482,,
23.01221803670051,0.7936649074912756,18.7883987,0.00104316126,18.8153229,0.00104548538,nan,nan
28.83551753017857,-0.20647468327545723,20.8668365,0.00250475085,20.6613312,0.00211595255,,
30.443079971498204,0.32797752629722576,20.7885857,0.00179143809,20.418623,0.00132296118,,
30.500255464366028,-0.15588525294558483,19.9258347,0.00144625152,19.8285542,0.00149213895,,
30.833024981884407,0.3779896667545477,20.1824913,0.00115599646,19.2987366,0.00084265077,,
31.124338762491433,-0.6784270400086034,19.133461,0.000798823254,19.0902939,0.000820415153,nan,nan
32.600223785243514,-0.7537231819312815,19.1875687,0.000811616075,18.9895573,0.000771514839,nan,nan
33.199872856303365,-0.38241338882558157,19.9511395,0.00107835594,19.527874,0.000844833849,,
33.313384404143996,0.6490315533455203,20.3854141,0.00139900984,20.2052441,0.00103962456,,
34.03860119807807,0.5785858832287888,19.6571045,0.00110255356,19.2628403,0.000851156597,,
34.77285039651301,-0.8910842342210301,20.8651104,0.00160951598,20.3763542,0.00126993912,20.190876,0.00376174948
35.66597916948591,0.006290565609324301,19.2212849,0.00107827305,18.9072361,0.00126444304,,
36.20654687453805,-0.5790578447036638,20.3631363,0.00168898096,19.8711681,0.00122867315,,
36.73038228278017,1.1170018394880283,20.8537655,0.00199708575,20.8431206,0.00255565811,,
