# ra,dec,g_cmodel_mag,g_cmodel_magsigma,r_cmodel_mag,r_cmodel_magsigma,i_cmodel_mag,i_cmodel_magsigma,g_psfflux_mag,g_psfflux_magsigma,r_psfflux_mag,r_psfflux_magsigma,i_psfflux_mag,i_psfflux_magsigma,object_id
0.334443993361744,0.528643839492058,20.5607,0.00162684,20.2811,0.00135684,20.1971,0.00107164,20.5692,0.00152671,20.2831,0.00133274,20.1965,0.001064,41645390176477245
17.8454059518464,0.927079976530485,20.5035,0.00140287,20.2336,0.00114533,20.1528,0.00282314,20.4998,0.00135576,20.231,0.00113167,20.1519,0.00280981,41698450202451938
343.746442207831,-0.201119865599655,20.2054,0.00148484,19.9454,0.00117396,19.4906,0.000729358,20.2022,0.00134255,19.9437,0.00115324,19.4934,0.000724328,41597303722630029
1.31391728243178,1.10956838877367,20.3015,0.0017085,20.0254,0.00134104,19.9664,0.00105694,20.2999,0.0016119,20.0253,0.0013161,19.9665,0.00104781,41650213424751474
347.167585648796,-0.299877230368175,20.3845,0.00121371,20.0893,0.00124592,19.9744,0.000786492,20.3835,0.00111887,20.0877,0.00114617,19.9768,0.000779866,41605683203833621
352.54530555586,0.673130854572684,19.6957,0.0011485,19.5434,0.00109467,19.5353,0.000818169,19.692,0.00113828,19.544,0.00108662,19.5383,0.000818569,42692404418998207
356.285292399705,-0.42201465292488,19.6612,0.00109247,19.6302,0.00108433,19.714,0.000972384,19.6598,0.000996493,19.6295,0.00105812,19.7149,0.000964238,41631934043939049
343.746442207831,-0.201119865599655,20.2054,0.00148484,19.9454,0.00117396,19.4906,0.000729358,20.2022,0.00134255,19.9437,0.00115324,19.4934,0.000724328,41597303722630029
347.503458499243,-0.0878333033091284,19.2638,0.000895921,18.9914,0.000943455,18.79,0.000437203,19.2618,0.00085587,18.9901,0.00084467,18.7962,0.000434981,41610914473989241
1.31391728243178,1.10956838877367,20.3015,0.0017085,20.0254,0.00134104,19.9664,0.00105694,20.2999,0.0016119,20.0253,0.0013161,19.9665,0.00104781,41650213424751474
1.31391728243178,1.10956838877367,20.3015,0.0017085,20.0254,0.00134104,19.9664,0.00105694,20.2999,0.0016119,20.0253,0.0013161,19.9665,0.00104781,41650213424751474
347.503458499243,-0.0878333033091284,19.2638,0.000895921,18.9914,0.000943455,18.79,0.000437203,19.2618,0.00085587,18.9901,0.00084467,18.7962,0.000434981,41610914473989241
353.789297327587,0.0865637705888667,19.8279,0.00123422,19.7231,0.00124209,19.7529,0.000776885,19.8257,0.00115457,19.7297,0.00123121,19.7583,0.000775688,42697060163552021
352.54530555586,0.673130854572684,19.6957,0.0011485,19.5434,0.00109467,19.5353,0.000818169,19.692,0.00113828,19.544,0.00108662,19.5383,0.000818569,42692404418998207
349.982059887675,-0.589839384363814,20.4879,0.00173294,20.3146,0.00141792,20.3087,0.00169991,20.4846,0.00172012,20.3119,0.00141324,20.3105,0.00169077,41614612440834432
335.996898777707,-0.247789146572683,19.3001,0.000641218,18.9554,0.000643187,18.9029,0.00050679,19.3159,0.000629316,18.9699,0.000633104,18.9215,0.000506411,41575588367984326
331.937661115899,0.478958147109376,20.3034,0.00131959,20.0481,0.00139849,19.9579,0.0012175,20.3033,0.00128048,20.0438,0.00137085,19.9585,0.00120978,42630827472871687
358.501809781827,0.809533091900168,20.3557,0.00144746,20.1302,0.00150189,20.0945,0.00114147,20.3572,0.00138666,20.1288,0.00146106,20.0986,0.00113332,42709996605047522
343.746442207831,-0.201119865599655,20.2054,0.00148484,19.9454,0.00117396,19.4906,0.000729358,20.2022,0.00134255,19.9437,0.00115324,19.4934,0.000724328,41597303722630029
347.503458499243,-0.0878333033091284,19.2638,0.000895921,18.9914,0.000943455,18.79,0.000437203,19.2618,0.00085587,18.9901,0.00084467,18.7962,0.000434981,41610914473989241
353.789297327587,0.0865637705888667,19.8279,0.00123422,19.7231,0.00124209,19.7529,0.000776885,19.8257,0.00115457,19.7297,0.00123121,19.7583,0.000775688,42697060163552021
343.746442207831,-0.201119865599655,20.2054,0.00148484,19.9454,0.00117396,19.4906,0.000729358,20.2022,0.00134255,19.9437,0.00115324,19.4934,0.000724328,41597303722630029
334.868274779431,-0.141613617017015,19.627,0.000709863,19.5565,0.000913585,19.6186,0.000784171,19.6303,0.000706529,19.5583,0.00089039,19.6207,0.000778971,41570915443571807
352.54530555586,0.673130854572684,19.6957,0.0011485,19.5434,0.00109467,19.5353,0.000818169,19.692,0.00113828,19.544,0.00108662,19.5383,0.000818569,42692404418998207
334.868274779431,-0.141613617017015,19.627,0.000709863,19.5565,0.000913585,19.6186,0.000784171,19.6303,0.000706529,19.5583,0.00089039,19.6207,0.000778971,41570915443571807
343.746442207831,-0.201119865599655,20.2054,0.00148484,19.9454,0.00117396,19.4906,0.000729358,20.2022,0.00134255,19.9437,0.00115324,19.4934,0.000724328,41597303722630029
350.108021525501,0.861601076131298,19.6254,0.000984767,19.5833,0.00103707,19.6396,0.000823297,19.6263,0.000963133,19.5869,0.000993753,19.6449,0.00081794,42683200304078903
352.54530555586,0.673130854572684,19.6957,0.0011485,19.5434,0.00109467,19.5353,0.000818169,19.692,0.00113828,19.544,0.00108662,19.5383,0.000818569,42692404418998207
343.746442207831,-0.201119865599655,20.2054,0.00148484,19.9454,0.00117396,19.4906,0.000729358,20.2022,0.00134255,19.9437,0.00115324,19.4934,0.000724328,41597303722630029
331.937661115899,0.478958147109376,20.3034,0.00131959,20.0481,0.00139849,19.9579,0.0012175,20.3033,0.00128048,20.0438,0.00137085,19.9585,0.00120978,42630827472871687
17.3015048297911,0.658129842235864,20.2611,0.00137761,19.9758,0.00107636,19.8545,0.0026927,20.2553,0.00135264,19.9624,0.00107101,19.8541,0.00266493,41698858224343057
17.8454059518464,0.927079976530485,20.5035,0.00140287,20.2336,0.00114533,20.1528,0.00282314,20.4998,0.00135576,20.231,0.00113167,20.1519,0.00280981,41698450202451938
0.334443993361744,0.528643839492058,20.5607,0.00162684,20.2811,0.00135684,20.1971,0.00107164,20.5692,0.00152671,20.2831,0.00133274,20.1965,0.001064,41645390176477245
352.54530555586,0.673130854572684,19.6957,0.0011485,19.5434,0.00109467,19.5353,0.000818169,19.692,0.00113828,19.544,0.00108662,19.5383,0.000818569,42692404418998207
341.14565788847,1.20001815179571,19.3939,0.000805294,19.0582,0.000618372,18.9859,0.000593094,19.4034,0.000735971,19.0871,0.000616815,19.0194,0.000595871,42656953758945505
347.503458499243,-0.0878333033091284,19.2638,0.000895921,18.9914,0.000943455,18.79,0.000437203,19.2618,0.00085587,18.9901,0.00084467,18.7962,0.000434981,41610914473989241
355.432880641862,-0.251051116635579,20.4519,0.00245791,20.1861,0.00164779,20.067,0.00137661,20.4524,0.00228507,20.1884,0.00162501,20.0762,0.00136324,41632625533675502
343.746442207831,-0.201119865599655,20.2054,0.00148484,19.9454,0.00117396,19.4906,0.000729358,20.2022,0.00134255,19.9437,0.00115324,19.4934,0.000724328,41597303722630029
352.54530555586,0.673130854572684,19.6957,0.0011485,19.5434,0.00109467,19.5353,0.000818169,19.692,0.00113828,19.544,0.00108662,19.5383,0.000818569,42692404418998207
334.868274779431,-0.141613617017015,19.627,0.000709863,19.5565,0.000913585,19.6186,0.000784171,19.6303,0.000706529,19.5583,0.00089039,19.6207,0.000778971,41570915443571807
353.789297327587,0.0865637705888667,19.8279,0.00123422,19.7231,0.00124209,19.7529,0.000776885,19.8257,0.00115457,19.7297,0.00123121,19.7583,0.000775688,42697060163552021
353.789297327587,0.0865637705888667,19.8279,0.00123422,19.7231,0.00124209,19.7529,0.000776885,19.8257,0.00115457,19.7297,0.00123121,19.7583,0.000775688,42697060163552021
30.9306723582522,-0.939486475381772,20.2494,0.00120918,20.0132,0.00124603,19.9589,0.00196438,20.2455,0.00119733,19.9991,0.00124456,19.9587,0.00195128,40669436167869349
17.3015048297911,0.658129842235864,20.2611,0.00137761,19.9758,0.00107636,19.8545,0.0026927,20.2553,0.00135264,19.9624,0.00107101,19.8541,0.00266493,41698858224343057
0.334443993361744,0.528643839492058,20.5607,0.00162684,20.2811,0.00135684,20.1971,0.00107164,20.5692,0.00152671,20.2831,0.00133274,20.1965,0.001064,41645390176477245
339.749978328803,-0.868856406422003,20.2634,0.0014946,19.4688,0.000988351,19.1875,0.000788636,20.2606,0.00143303,19.4693,0.000977393,19.1871,0.000785844,41583680086377476
