# object_id,ra,dec,patch_s,tract
40155010754938904,216.81646217466715,-2.0824476589490533,"6,5",9130
40155148193912184,216.67158780251148,-2.072819883452693,"7,5",9130
40155152488880088,216.57773879059283,-1.9077316277696537,"7,6",9130
40155156783853784,216.58656502924694,-1.6162146285629693,"7,7",9130
40158863340626224,219.03362871783418,-1.9239073906128703,"2,6",9131
40158871930557136,219.06685515744445,-1.5475177899261323,"2,8",9131
40158996484608136,218.91790195441962,-2.097657430214065,"3,5",9131
40159129628597400,218.6793452036686,-2.185629043556252,"4,4",9131
40159267067545408,218.4624446874872,-2.301693790405232,"5,4",9131
40159279952449744,218.46530712705058,-1.7643491948439518,"5,7",9131
40159417391409560,218.3139418752657,-1.6284364601014698,"6,7",9131
40159421686375392,218.27761187349708,-1.4891044024087314,"6,8",9131
40159541945451592,218.0571731216241,-2.296579538880957,"7,4",9131
40159550535397520,218.09919920448337,-1.8064369564540947,"7,6",9131
40159687974343360,218.01444896887548,-1.9332597477164868,"8,6",9131
40162977919271104,220.98923156051399,-2.323925985143223,"0,4",9132
40162977919297256,220.83632039046805,-2.158678797269382,"0,4",9132
40163257092170240,220.44787073269305,-2.0127909539052764,"2,5",9132
40163261387143608,220.56071609702016,-1.7942152117471084,"2,6",9132
40163265682112248,220.61727054657214,-1.6304019087002746,"2,7",9132
40163265682114008,220.61760332001762,-1.6061663036568066,"2,7",9132
40163394531119280,220.39678635228447,-2.0905627126572024,"3,5",9132
40163403121057096,220.40085655639234,-1.7400950964229898,"3,7",9132
40163403121062976,220.36291346612072,-1.657219450084,"3,7",9132
40163403121064768,220.30486832904626,-1.6305389542039757,"3,7",9132
40163536265043488,220.17689468233507,-1.8657571020902786,"4,6",9132
40163544854981864,220.08558997648328,-1.4918637181607335,"4,8",9132
40163660819086992,220.0247443288829,-2.35544314495012,"5,3",9132
40163669409028824,219.89379350476375,-2.0391818272737714,"5,5",9132
40163673704001656,220.02086813166946,-1.795119111074348,"5,6",9132
40164077430917120,219.42994902796332,-2.170861428286549,"8,4",9132
40164090315821664,219.33662312424653,-1.7280302450906764,"8,7",9132
40167384555738296,222.4087520789705,-1.9423897249261213,"0,6",9133
40167517699711656,222.25086183719424,-1.9718904413255067,"1,5",9133
40167650843713304,222.11932544342417,-2.219130624712462,"2,4",9133
40167788282644280,221.76435414941267,-2.2752249262403224,"3,4",9133
40167792577639264,221.79674116418258,-1.9891616364869007,"3,5",9133
40167796872607536,221.88070700998662,-1.8893435769740992,"3,6",9133
40167796872613088,221.80888928782858,-1.8081923869985121,"3,6",9133
40167801167556448,221.89969835660034,-1.5849067045789407,"3,7",9133
40168063160571184,221.53932277908137,-2.284412699962912,"5,4",9133
40168071750517904,221.53492562495236,-1.7738206689435976,"5,6",9133
40168350923391736,221.15604388941412,-1.6071621107293645,"7,7",9133
40168484067373968,220.98676429793832,-1.8415780536205073,"8,6",9133
40168488362341328,220.98427061943173,-1.6443731353514741,"8,7",9133
40171778307262112,223.91486574806558,-2.0729349761272116,"0,5",9134
40171778307280032,223.8468157291403,-1.9527635560256433,"0,5",9134
40171782602245360,223.81221105840046,-1.9243689410013405,"0,6",9134
40171907156292288,223.77497519613254,-2.3800474845330997,"1,3",9134
40171920041185160,223.67184429933874,-1.8542254186648377,"1,6",9134
40171920041198520,223.7811341711799,-1.9456964784406716,"1,6",9134
40172057480156448,223.45826402684034,-1.838732076404128,"2,6",9134
40172061775121280,223.58042856807742,-1.7366547923757962,"2,7",9134
40172465502062296,222.99762435703948,-2.023772972886208,"5,5",9134
40172886408850712,222.30683446816343,-1.6820281599574725,"8,7",9134
40176184943724120,225.3821872531568,-1.7485450569517522,"0,7",9135
40176442641759768,224.94041345981182,-2.3526404868124113,"2,3",9135
40176455526649376,224.9994227179323,-1.8551642242883262,"2,6",9135
40176455526671856,224.97884078602235,-1.8016601475825977,"2,6",9135
40176584375683400,224.9114655961032,-2.216301900091426,"3,4",9135
40176592965617736,224.89597913109142,-1.9486532367346634,"3,6",9135
40176601555553992,224.79428096889356,-1.5735354692524928,"3,8",9135
40176734699546072,224.6718335849136,-1.6334682023116178,"4,7",9135
40177129836513144,224.02320551243918,-2.3959540390706957,"7,3",9135
40177129836522856,224.12678650264115,-2.4085301953063727,"7,3",9135
40177142721420176,224.05974760745764,-1.770246911264387,"7,6",9135
40177142721437904,224.0323624518245,-1.7851538525814508,"7,6",9135
40181532178006336,225.52795333546362,-2.176771443121196,"7,4",9136
40576394291337352,0.7187481321634337,-0.8028689529184664,"0,4",9226
40576394291343424,0.6687264671577694,-0.6742942650778535,"0,4",9226
40576407176251520,0.7530902443989463,-0.10519883026547674,"0,7",9226
40576411471207528,0.7190930132312275,-0.05917151761184541,"0,8",9226
40576527435324392,0.5565222943529005,-0.9606086961056077,"1,3",9226
40576527435327936,0.6491822376314587,-0.8856199136981584,"1,3",9226
40576527435328488,0.5842061995171128,-0.8732920725686573,"1,3",9226
40576540320227160,0.5629135939135159,-0.3996900635290743,"1,6",9226
40576540320228912,0.47862718423099376,-0.367730660448007,"1,6",9226
40576540320230496,0.634676702674882,-0.34163491824824904,"1,6",9226
40576540320233064,0.536806869258997,-0.29518627627615235,"1,6",9226
40576544615202976,0.6305001058725703,-0.10503647647661542,"1,7",9226
40576660579303696,0.3310103818332088,-1.2095645330712388,"2,2",9226
40576660579309328,0.3843447897035389,-1.0386282526899135,"2,2",9226
40576673464212608,0.41391443220655205,-0.6137424092624116,"2,5",9226
40576673464220536,0.3660799669048793,-0.46462992965240096,"2,5",9226
40576686349115872,0.45047907379433516,-0.009380855602214007,"2,8",9226
40576802313233136,0.135827554004435,-0.9198121190647697,"3,3",9226
40576806608199632,0.24178603674992666,-0.7763168165848173,"3,4",9226
40576806608200920,0.19832498654219377,-0.7511670126144141,"3,4",9226
40576810903172184,0.1334595644502022,-0.5026201074857547,"3,5",9226
40576815198133592,0.1549513725634852,-0.4576323614376433,"3,6",9226
40576815198142856,0.16252189885083826,-0.3002500585604074,"3,6",9226
40576815198143440,0.10180057662523326,-0.2914422290054099,"3,6",9226
40576935457213296,359.99362856656757,-1.208911447086784,"4,2",9226
40576935457214192,0.00993529396817672,-1.1753720145674258,"4,2",9226
40576939752185120,359.9941217379163,-0.9724712102453481,"4,3",9226
40576939752185576,359.9346273232361,-0.960186002176682,"4,3",9226
40576939752187664,0.055992734974623454,-0.9027063450059056,"4,3",9226
40576948342123440,359.9539124709276,-0.5394786607738558,"4,5",9226
40577072896166392,359.74968143547534,-1.1792189909297797,"5,2",9226
40577081486105152,359.87653150984244,-0.8048403112143774,"5,4",9226
40577081486105392,359.8586835887677,-0.799589891528213,"5,4",9226
40577085781073592,359.91053596721054,-0.574354779858213,"5,5",9226
40577085781076624,359.76845255503855,-0.5236226723882624,"5,5",9226
40577085781076736,359.9039528827656,-0.5210042571117217,"5,5",9226
40577098665977280,359.8303876461204,-0.034583257020024044,"5,8",9226
40577214630090104,359.65242558897154,-1.007400604935963,"6,3",9226
40577214630095952,359.6090374158199,-0.8819876185087451,"6,3",9226
40577218925057392,359.6437686648473,-0.8103416172350142,"6,4",9226
40577218925061040,359.6857326340479,-0.7328684945428229,"6,4",9226
40577218925062400,359.5709380691898,-0.7056608790110681,"6,4",9226
40577218925063544,359.53013740913855,-0.6830653610955231,"6,4",9226
40577223220028816,359.6793766487129,-0.520982385276518,"6,5",9226
40577231809970136,359.5786107800102,-0.1553952236039799,"6,7",9226
40577231809972384,359.64729892564515,-0.12108552409218037,"6,7",9226
40577236104928512,359.6903174506923,-0.0832224905400368,"6,8",9226
40577236104929840,359.7009247311495,-0.05920304822084545,"6,8",9226
40577360658981488,359.5324987727419,-0.5401552655104956,"7,5",9226
40577360658982304,359.4831752133589,-0.5257381717873123,"7,5",9226
40577360658984616,359.3884259565166,-0.47800854259878567,"7,5",9226
40577480918045176,359.2153315120533,-1.2577499384708752,"8,1",9226
40577480918063936,359.2521964924208,-1.2289534174058587,"8,1",9226
40577493802963704,359.2501265422905,-0.7976999916774598,"8,4",9226
40577502392905128,359.33137340623506,-0.2918298750860327,"8,6",9226
40577506687845776,359.2495450783891,-0.2515209392693183,"8,7",9226
40577506687870336,359.30073053037955,-0.1823944968371881,"8,7",9226
40577510982837768,359.2559500599348,-0.02129504146859984,"8,8",9226
40580921186864992,1.9759798492910963,-1.0816394273321532,"1,2",9227
40580929776808968,2.0149105076285148,-0.6680214551580598,"1,4",9227
40580929776809080,2.019684862977423,-0.6646359451849486,"1,4",9227
40580929776809224,1.998951807250161,-0.6617690674761436,"1,4",9227
40580929776809456,2.018230849187132,-0.6571847523089803,"1,4",9227
40580938366740848,2.0826035384912958,-0.3759447413099124,"1,6",9227
40580942661710224,2.021962619650823,-0.17000436932306734,"1,7",9227
40580942661711264,1.9573564248847724,-0.15402411468301722,"1,7",9227
40580942661713368,1.9802135682529958,-0.11811538585279407,"1,7",9227
40580946956672376,1.9991523303188272,-0.0643552449228506,"1,8",9227
40580946956675480,1.999869754854447,-0.0068038967080551105,"1,8",9227
40581062920783048,1.9018061132619866,-1.0145011161217476,"2,3",9227
40581062920787392,1.9030557741960306,-0.9104624428670424,"2,3",9227
40581062920790072,1.782583710178738,-0.862454918969181,"2,3",9227
40581062920790456,1.9253717765060978,-0.8528566756773401,"2,3",9227
40581067215760392,1.8946749950139352,-0.6865870020781021,"2,4",9227
40581071510728416,1.8267977367459098,-0.4700869254321526,"2,5",9227
40581075805688800,1.7776441338149753,-0.4183844893814948,"2,6",9227
40581084395625640,1.9145756063105732,-0.08826373730262009,"2,8",9227
40581196064772864,1.741331104274191,-1.0639290746952403,"3,2",9227
40581204654707264,1.6992364853002448,-0.8125800008997305,"3,4",9227
40581204654711008,1.7543481232476963,-0.7430690612456836,"3,4",9227
40581213244648504,1.6837291136545904,-0.3124611638560562,"3,6",9227
40581213244649544,1.747049152303305,-0.2946877141694118,"3,6",9227
40581221834579544,1.5941884144054244,-0.07345006623323,"3,8",9227
40581333503728160,1.5335298689551842,-1.1168569551886185,"4,2",9227
40581333503730880,1.4417523312650005,-1.0468074364447022,"4,2",9227
40581337798693800,1.4731186084799193,-1.0228160966891064,"4,3",9227
40581350683599568,1.443295409868247,-0.4038909453584083,"4,6",9227
40581479532615048,1.2957898964582997,-0.8355282023961758,"5,4",9227
40581483827582080,1.3163909932087559,-0.6252025653164668,"5,5",9227
40581483827584168,1.2606750612958724,-0.5058413286875154,"5,5",9227
40581483827584248,1.3169989414955143,-0.5514086922101739,"5,5",9227
40581488122556864,1.376762107569797,-0.39908437661357665,"5,6",9227
40581488122560992,1.313868428603349,-0.3287876795772983,"5,6",9227
40581492417522472,1.3316561389056119,-0.20064477180505952,"5,7",9227
40581492417527712,1.3653355160597105,-0.09936196115378733,"5,7",9227
40581496712487904,1.272730400796524,-0.03635187604859845,"5,8",9227
40581604086667928,1.1497083813463478,-1.2202598898877572,"6,1",9227
40581612676604304,1.0698709670484599,-0.8834693210470685,"6,3",9227
40581616971569136,1.140680259477218,-0.8125319817480213,"6,4",9227
40581616971571344,1.0570726213358967,-0.770209489557595,"6,4",9227
40581616971575912,1.1141804699370945,-0.6871922430539849,"6,4",9227
40581621266539088,1.1449306231107366,-0.5687931153129477,"6,5",9227
40581621266540944,1.138646775637554,-0.5339731837535379,"6,5",9227
40581625561506600,1.0441094347119422,-0.39126287438565116,"6,6",9227
40581625561507952,1.1227951033885437,-0.3618891045906536,"6,6",9227
40581634151438888,1.1901347537654265,-0.05800919570147977,"6,8",9227
40581745820589088,0.9614785943664935,-1.066527926068114,"7,2",9227
40581745820590648,0.9856750427244823,-1.0254515410167249,"7,2",9227
40581754410526736,0.9510807451577978,-0.731905348909027,"7,4",9227
40581758705495512,0.8441963778661936,-0.49477835265039694,"7,5",9227
40581900439416472,0.8136925349660442,-0.36288579471942845,"8,6",9227
40581904734386448,0.8177998602221883,-0.1260082752028904,"8,7",9227
40585207564225640,3.619813723577672,-0.0036679826867468484,"0,8",9228
40585336413243536,3.4660995834090436,-0.31617110602008985,"1,6",9228
40585345003178688,3.5068331709091107,-0.05138615343418191,"1,8",9228
40585594111273744,3.1719724036291734,-1.1564135539775133,"3,2",9228
40585598406244344,3.0966752192942,-0.9431622372920987,"3,3",9228
40585598406245272,3.2133382431971906,-0.9097688603585888,"3,3",9228
40585611291132376,3.1958848698786726,-0.4499725820601805,"3,6",9228
40585753025081296,2.9585144062078026,-0.09662069025798681,"4,7",9228
40585873284154800,2.8535049275266684,-0.984419092252502,"5,3",9228
40585881874096184,2.7545888658883917,-0.524880354429616,"5,5",9228
40585886169065056,2.680601108005779,-0.30949165804051554,"5,6",9228
40585890464026720,2.8072408718136277,-0.25962152102936004,"5,7",9228
40586010723092576,2.5034724614096473,-0.9242688050753591,"6,3",9228
40586010723108224,2.512848292478345,-1.0214793496899697,"6,3",9228
40586010723108944,2.507405168673199,-0.9697412581353205,"6,3",9228
40586010723112168,2.5705650971793212,-0.8621625952816265,"6,3",9228
40586023608015264,2.590878475900173,-0.3718535354893487,"6,6",9228
40586023608018640,2.5975900342711773,-0.29032154127732174,"6,6",9228
40586165341937136,2.322996740998434,-0.228711256665802,"7,7",9228
40586302780890608,2.149910141885004,-0.1909959049481423,"8,7",9228
40590705122364408,3.7354983054676287,-0.018884900752908235,"8,8",9229
40624905946945288,16.801777134894078,-0.9127050227030367,"1,3",9237
40624910241911176,16.80925899094726,-0.8026745707751174,"1,4",9237
40624910241913256,16.858322042648357,-0.7488366941541269,"1,4",9237
40624914536878936,16.856661491355265,-0.60099110957566,"1,5",9237
40624918831850528,16.900651222575082,-0.3241635810710041,"1,6",9237
40624923126816384,16.902977787267744,-0.1696763039168828,"1,7",9237
40625039090927888,16.57880783875774,-1.1022529798770198,"2,2",9237
40625047680867592,16.681072682489997,-0.7940767986989479,"2,4",9237
40625047680867888,16.674593055762855,-0.7868558559676738,"2,4",9237
40625051975813264,16.680756738169222,-0.5679206087356109,"2,5",9237
40625051975833864,16.70986405940524,-0.6047594930974632,"2,5",9237
40625060565772064,16.759071501196022,-0.11086108873204734,"2,7",9237
40625180824851384,16.439485595081177,-0.9133429889013112,"3,3",9237
40625180824853152,16.402700340671135,-0.8623724443487949,"3,3",9237
40625318263801352,16.351199031008893,-1.007772434348295,"4,3",9237
40625322558773320,16.373203007436214,-0.7767000169237686,"4,4",9237
40625335443676736,16.363896572082048,-0.17565987872538139,"4,7",9237
40625459997724944,16.14241727761222,-0.8237443335889214,"5,4",9237
40625464292693192,16.15406151004531,-0.5906724228174678,"5,5",9237
40625468587660400,16.098147111630105,-0.42370126976758904,"5,6",9237
40625468587662288,16.146532826396157,-0.3824833434547506,"5,6",9237
40625593141709480,15.901704520044374,-0.9190861141282203,"6,3",9237
40625601731644480,15.987589202835965,-0.6009988411207845,"6,5",9237
40625601731646048,15.828068859774213,-0.5671363702310597,"6,5",9237
40625614616545128,15.826799024827356,-0.049286678882530695,"6,8",9237
40625614616545904,15.961316522410765,-0.024716261464676564,"6,8",9237
40625734875633808,15.67085674240791,-0.7013980657967196,"7,4",9237
40625876609547808,15.623771371526955,-0.534741751520692,"8,5",9237
40625876609548384,15.600382997758764,-0.4884913644736123,"8,5",9237
40625885199481840,15.632153183336856,-0.1617022986718812,"8,7",9237
40629170849469024,18.509425659630978,-0.7949301522257335,"0,4",9238
40629188029339408,18.48582360224061,-0.08155673767846877,"0,8",9238
40629308288423008,18.305541218721537,-0.7848613785442022,"1,4",9238
40629312583392736,18.294160701612537,-0.5241071761467228,"1,5",9238
40629312583393664,18.356817711868356,-0.5016049182209995,"1,5",9238
40629316878356528,18.37158613769527,-0.4353134328086823,"1,6",9238
40629316878357504,18.379749937646814,-0.41062085169736046,"1,6",9238
40629325468293104,18.256713564086834,0.0002969780564321464,"1,8",9238
40629441432409648,18.15035152598687,-0.8681095894004185,"2,3",9238
40629450022342120,18.208583263214123,-0.5634298638832528,"2,5",9238
40629450022344688,18.216919557566907,-0.48943944451646654,"2,5",9238
40629591756267672,18.00219685253147,-0.3943578364440749,"3,6",9238
40629596051232240,17.95191419954891,-0.2709919669752912,"3,7",9238
40629712015345096,17.744229266909716,-1.1196176941852856,"4,2",9238
40629712015346112,17.71453463973542,-1.0645842984025622,"4,2",9238
40629720605289632,17.716150302603413,-0.6579276669016892,"4,4",9238
40629853749269848,17.673366783903532,-0.9438262541853778,"5,3",9238
40629866634169968,17.595513448777023,-0.4612278546322735,"5,6",9238
40629866634171440,17.58821927415668,-0.4246241466190885,"5,6",9238
40629866634171488,17.620302554016874,-0.42263851698625104,"5,6",9238
40629866634172160,17.667929054774056,-0.40988281601389603,"5,6",9238
40629870929139264,17.59985596047778,-0.25959268162199667,"5,7",9238
40629991188220976,17.34064208920539,-1.0191702270478604,"6,3",9238
40629999778155712,17.35758706050431,-0.6266881818571357,"6,5",9238
