# RA Dec
5.869300459999999475e+01 8.246969999999999024e-01
1.056958009999999959e+01 1.132000899999999755e+00
2.617681689999999861e+01 8.980799999999999894e-02
3.252757568000000106e+02 1.240024999999999933e+00
3.179814453000000185e+02 -1.130708000000000046e+00
2.411873049999999807e+01 -6.717579999999999663e-01
3.134810486000000083e+02 -1.915119999999999878e-01
2.409610939999999957e+01 5.054200000000000359e-02
5.613831709999999475e+01 -7.364848000000000505e-01
3.649353029999999620e+01 1.015867899999999935e+00
1.764593319999999821e+01 8.877070000000000238e-01
5.907491679999999690e+01 7.849149999999999183e-01
3.550793151999999964e+02 3.180949999999999611e-01
3.492055053999999359e+02 -5.389100000000000001e-01
4.851849749999999517e+01 -6.631401999999999575e-01
3.591073913999999832e+02 7.724439999999999085e-01
2.607956900000000022e+00 9.132379999999998832e-01
1.186857030000000002e+01 -3.085570000000000257e-01
5.365301130000000285e+01 9.815580000000000416e-01
3.882627490000000137e+01 -1.030529999999999918e-01
3.459086914000000093e+02 -1.465049999999999963e-01
3.173730468999999630e+02 4.924319999999999808e-01
3.373959656000000678e+02 -9.838030000000000941e-01
3.398896483999999987e+02 -9.924850000000000616e-01
3.196363524999999868e+02 3.927199999999999580e-01
3.514083861999999954e+02 9.555531999999998805e-01
3.190047913000000221e+02 1.899520000000000097e-01
4.687391660000000115e+01 -7.294720000000000093e-01
3.523043823000000430e+02 -1.850880000000000025e-01
3.225548499999999930e+00 -2.496489999999999820e-01
3.439964904999999931e+02 -1.056315200000000010e+00
2.995742800000000372e+01 1.175274300000000105e+00
3.209384459999999990e+02 5.488999999999999956e-03
3.111584660000000113e+01 -1.210986000000000118e+00
3.101416626000000178e+02 2.241590000000000249e-01
3.168913878999999838e+02 -9.327270000000000838e-01
8.115222900000000905e+00 9.043979999999999242e-01
5.613831709999999475e+01 -7.364848000000000505e-01
3.190716553000000317e+02 -9.054879999999999596e-01
3.195903931000000284e+02 -1.213651999999999953e+00
1.590090999999999921e+00 -7.370710000000000317e-01
3.472768555000000106e+02 2.742959999999999843e-01
3.191907042999999931e+02 8.314010000000000566e-01
3.121582031000000370e+02 -5.595691999999998778e-01
2.607956900000000022e+00 9.132379999999998832e-01
1.822801969999999727e+01 -4.248799999999999799e-02
1.787476730000000202e+01 5.753949999999999898e-01
1.664501950000000008e+01 6.373539999999999761e-01
7.713736999999999178e+00 6.996829999999999439e-01
2.575214960000000275e+01 1.232454899999999798e+00
9.582574800000001503e+00 -4.829760000000000164e-01
4.074966810000000095e+01 6.601501999999999093e-01
1.937137600000000148e+01 3.635019999999999918e-01
3.430576710000000418e+01 -7.574790000000000134e-01
3.540838317999999845e+02 -2.964130000000000376e-01
2.576277000000000150e+00 -1.167877899999999913e+00
3.120296936000000301e+02 -1.209822999999999871e+00
5.089918519999999802e+01 -8.759378000000000997e-01
2.994301030000000097e+01 -8.612110000000000598e-01
5.404951859999999897e+01 4.363449999999999829e-01
3.093058472000000165e+02 1.124085899999999860e+00
3.205638428000000317e+02 -2.686959999999999904e-01
3.117266541000000188e+02 1.177597999999999923e+00
3.090328978999999663e+02 -1.373479999999999979e-01
3.299040833000000248e+02 -1.376219999999999943e-01
2.624239349999999860e+01 6.938640000000000363e-01
1.158594040000000014e+01 1.239425899999999858e+00
3.572224121000000423e+02 4.395299999999999901e-02
5.613997270000000839e+01 9.234412000000000731e-01
3.455222168000000238e+02 9.175461999999999785e-01
2.560334010000000049e+01 -9.966299999999999049e-01
1.056958009999999959e+01 1.132000899999999755e+00
4.824069599999999980e+01 3.839639999999999720e-01
2.058391950000000037e+01 -1.099015999999999993e+00
2.467015650000000093e+01 -4.874770000000000492e-01
2.190017699999999934e+01 -2.428320000000000201e-01
3.530578308000000334e+02 -9.089719999999998912e-01
6.900805000000000078e+00 -1.008519999999999972e-01
3.453478393999999980e+02 2.816250000000000142e-01
4.450992579999999776e+01 1.061749000000000054e+00
3.584398803999999359e+02 -1.521899999999999989e-02
3.098249511999999868e+02 -7.269160000000000066e-01
2.025304989999999705e+01 -2.552789999999999782e-01
3.010763359999999977e+01 5.293050000000000255e-01
3.142593994000000066e+02 1.317669999999999952e-01
1.958545899999999840e+00 -1.540890000000000037e-01
3.390901949999999943e+01 8.203530000000001099e-01
3.564787903000000142e+02 -2.764650000000000163e-01
1.937137600000000148e+01 3.635019999999999918e-01
3.594880371000000423e+02 2.527960000000000207e-01
1.706391910000000323e+01 -3.008040000000000158e-01
3.837446979999999996e+01 1.113167000000000018e+00
2.108050000000000201e-01 1.166439999999999921e+00
3.289118042000000059e+02 5.637699999999999934e-01
1.586927030000000016e+01 9.208819999999999784e-01
3.215892943999999716e+02 8.464540000000000397e-01
4.213821029999999723e+01 -6.584699999999999998e-01
3.180556029999999623e+02 -2.413119999999999987e-01
3.540838317999999845e+02 -2.964130000000000376e-01
2.463685989999999748e+01 -2.764210000000000278e-01
3.548677368000000456e+02 9.851280000000001147e-01
1.376743890000000015e+01 -1.165594899999999878e+00
3.157580871999999772e+02 -4.456600000000000145e-02
4.665969800000000056e+00 -2.175310000000000021e-01
3.280030823000000169e+02 -6.411299999999999777e-01
3.335946045000000026e+02 6.490930000000000311e-01
3.211743164000000093e+02 1.864760000000000029e-01
3.385274353000000360e+02 6.657779999999999809e-01
3.774331670000000116e+01 -5.116029000000000826e-01
3.441260529999999562e+01 -1.242922199999999977e+00
2.624239349999999860e+01 6.938640000000000363e-01
1.826260380000000083e+01 -8.772280000000001188e-01
3.218030396000000337e+02 -5.893749999999999822e-01
3.475034484999999904e+02 -8.783400000000000929e-02
4.247661970000000764e+01 6.150869999999999393e-01
5.430395099999999253e+00 1.144515900000000030e+00
3.432264098999999646e+02 6.156020000000000936e-01
3.353131099999999520e+01 5.471101999999999910e-01
1.086345399999999906e+00 4.782369999999999677e-01
3.182390136999999868e+02 -1.235282999999999909e+00
1.217190169999999938e+01 7.552878000000000647e-01
2.000276100000000223e+00 -5.943999999999999631e-03
1.924562069999999991e+01 4.498689999999999634e-01
3.010763359999999977e+01 5.293050000000000255e-01
3.146358031999999412e+02 -6.793350000000000222e-01
5.381497569999999797e+01 4.835829999999999851e-01
3.532440186000000040e+02 5.182579999999999965e-01
5.610799029999999021e+01 -7.637500000000000400e-01
3.173187866000000668e+02 -6.560169999999999613e-01
3.194030457000000069e+02 -6.005369999999999875e-01
3.168031616000000668e+02 9.109700000000000575e-01
2.607956900000000022e+00 9.132379999999998832e-01
4.841949840000000194e+01 1.184930000000000011e-01
3.687797549999999802e+01 7.082319999999999727e-01
3.095284423999999603e+02 9.643270000000000453e-01
3.902322389999999785e+01 8.095670000000000366e-01
3.113855591000000231e+02 -2.003000000000000058e-01
3.219550476000000003e+02 -1.946799999999999919e-02
3.344649658000000159e+02 -3.996389999999999665e-01
3.348682860999999775e+02 -1.415980000000000016e-01
3.450506896999999640e+02 1.116857999999999906e+00
4.234334559999999925e+01 -2.587239999999999540e-01
2.616120910000000066e+01 -1.221598999999999879e+00
5.953344350000000418e+01 8.226900000000000879e-02
1.181884190000000068e+01 3.879119999999999790e-01
3.536326598999999646e+02 4.492699999999999472e-02
3.139000853999999663e+02 -8.880430000000000268e-01
3.138473816000000056e+02 4.625100000000000322e-01
2.127414699999999925e+01 7.703750000000000320e-01
3.439964904999999931e+02 -1.056315200000000010e+00
3.224206848000000036e+02 5.934850000000000403e-01
2.432723049999999887e+01 -1.737339999999999995e-01
8.040312799999998816e+00 -1.692809999999999870e-01
3.488670348999999646e+02 -4.559999999999999709e-04
3.887570189999999570e+01 -5.760460000000000580e-01
2.656516459999999924e+01 -1.206212400000000073e+00
1.122704000000000146e+00 -6.170800000000000590e-02
2.239266010000000406e+01 4.745909999999999851e-01
3.523467102000000182e+02 -7.045161999999999258e-01
3.704155899999999946e+00 -5.925590000000000579e-01
3.180267028999999752e+02 -5.033469999999999889e-01
3.538137816999999927e+02 -1.368260000000000032e-01
3.197042541999999798e+02 3.552649999999999975e-01
3.218917847000000165e+02 3.867329999999999934e-01
3.134074401999999964e+02 -6.438651999999999154e-01
3.333167113999999742e+02 9.635131999999999586e-01
1.428061869999999978e+01 8.161699999999999511e-01
2.299205969999999866e+01 2.979120000000000101e-01
3.430576710000000418e+01 -7.574790000000000134e-01
1.590169999999999995e+01 -9.190899999999999626e-01
3.584398803999999359e+02 -1.521899999999999989e-02
3.703896710000000070e+01 4.476649999999999796e-01
2.411873049999999807e+01 -6.717579999999999663e-01
3.563936461999999779e+02 -2.482699999999999907e-01
1.695082470000000185e+01 1.044461599999999990e+00
4.762867360000000616e+01 4.986200000000000354e-02
3.141678466999999841e+02 -6.068540000000000045e-01
3.194912108999999987e+02 -8.799549999999999317e-01
3.439964904999999931e+02 -1.056315200000000010e+00
2.576277000000000150e+00 -1.167877899999999913e+00
3.307061156999999412e+02 1.962530000000000108e-01
3.530578308000000334e+02 -9.089719999999998912e-01
1.612442019999999943e+01 -6.740819999999999590e-01
3.546442566000000056e+02 8.902419999999999778e-01
2.609828949999999992e+01 7.629520000000000746e-01
2.607956900000000022e+00 9.132379999999998832e-01
2.342416760000000053e+01 -5.448490000000000277e-01
3.501080016999999884e+02 8.616090000000000693e-01
2.224528310000000175e+01 -7.148799999999999599e-02
3.266658019999999851e+02 -5.769600000000000423e-02
1.287926009999999977e+01 3.801329999999999987e-01
3.297962646000000291e+02 6.299399999999999444e-01
1.840725899999999982e+01 -8.982899999999999219e-02
3.190047913000000221e+02 1.899520000000000097e-01
3.572766879999999645e+01 -6.796769000000000283e-01
2.114414980000000099e+01 8.048140000000000294e-01
3.652597049999999967e+01 -2.022299999999999931e-01
2.022505999999999915e+00 -1.671630000000000060e-01
3.266658019999999851e+02 -5.769600000000000423e-02
2.576277000000000150e+00 -1.167877899999999913e+00
3.471333922999999686e+02 4.416590000000000238e-01
3.343876343000000588e+02 6.626900000000000013e-01
3.114111022999999818e+02 8.250659999999999661e-01
3.112800902999999835e+02 1.202555899999999900e+00
2.576345060000000231e+01 -7.316708000000000656e-01
4.678173830000000066e+01 -9.742920000000000469e-01
3.346307067999999845e+02 4.348500000000000282e-02
5.543583680000000413e+01 -7.276590000000000558e-01
1.598091890000000070e+01 6.867109999999999603e-01
3.509808350000000132e+02 5.972680000000000211e-01
3.596057128999999577e+02 -5.196129999999999916e-01
3.333457569999999492e+01 1.244615000000000027e+00
3.111584660000000113e+01 -1.210986000000000118e+00
3.099003906000000370e+02 -2.039789999999999937e-01
5.017229460000000074e+01 9.878641999999999701e-01
3.458988341999999534e+02 1.208368199999999781e+00
2.025304989999999705e+01 -2.552789999999999782e-01
3.179952086999999779e+02 7.302828000000000097e-01
3.592563170999999898e+02 -2.693869999999999876e-01
3.144823913999999832e+02 8.471961999999999549e-01
3.250003966999999534e+02 -3.182119999999999949e-01
3.182264098999999646e+02 -1.008688000000000029e+00
6.111304799999999204e+00 -8.860599999999999032e-02
1.908851999999999993e+00 1.155030999999999919e+00
3.191907042999999931e+02 8.314010000000000566e-01
3.120343018000000370e+02 9.870601999999999432e-01
3.197236938000000350e+02 4.788760000000000239e-01
3.455740051000000221e+02 6.907079999999999886e-01
9.456389400000000833e+00 1.433240000000000069e-01
3.065001679999999951e+01 -2.849140000000000006e-01
3.170747069999999894e+02 5.274439999999999129e-01
3.117182617000000278e+02 1.215120199999999873e+00
1.736024670000000114e+01 1.066687899999999800e+00
3.420136899999999702e+00 -4.724760000000000071e-01
3.253458861999999954e+02 -2.280189999999999995e-01
1.241419890000000059e+01 -7.342799999999999327e-02
3.433269348000000036e+02 2.618150000000000199e-01
3.175513649999999899e+01 2.578099999999999836e-01
3.546442566000000056e+02 8.902419999999999778e-01
5.613831709999999475e+01 -7.364848000000000505e-01
2.639299960000000311e+01 1.252121999999999957e+00
2.411873049999999807e+01 -6.717579999999999663e-01
3.144240416999999752e+02 -6.525140000000000384e-01
2.863996319999999685e+01 -6.797549999999999981e-01
2.581745910000000066e+01 -1.121858000000000022e+00
3.824073789999999917e+01 -5.369548000000000654e-01
5.559762570000000181e+01 -8.762708000000000164e-01
1.061555000000000071e+01 -1.109710899999999834e+00
2.914201350000000090e+01 -7.227718000000000753e-01
1.706391910000000323e+01 -3.008040000000000158e-01
3.201836853000000360e+02 -6.196460000000000301e-01
5.353098899999999993e+00 7.716800000000000048e-02
5.365301130000000285e+01 9.815580000000000416e-01
2.724174310000000432e+01 4.343850000000000211e-01
3.912695399999999601e+00 1.444850000000000023e-01
7.106652300000000366e+00 5.833880000000000177e-01
3.829988099999999918e+01 1.189767999999999937e+00
2.051942060000000012e+01 6.591529999999999889e-01
3.190047913000000221e+02 1.899520000000000097e-01
2.166331669999999932e+01 1.106889000000000012e+00
3.450506896999999640e+02 1.116857999999999906e+00
3.389467162999999914e+02 4.187000000000000166e-01
3.508153076000000397e+02 -9.670011999999998942e-01
3.686297609999999736e+01 5.549840000000000328e-01
3.190869600000000084e+00 -1.089462899999999790e+00
3.583967896000000337e+02 6.386990000000000167e-01
3.919503020000000504e+01 -3.302209999999999868e-01
1.826813699999999940e+01 5.837790000000000479e-01
3.590372008999999593e+02 -1.056235199999999930e+00
3.462749860000000268e+01 1.008349200000000057e+00
4.198101810000000711e+01 -1.163339999999999930e-01
2.609750939999999986e+01 1.562319999999999820e-01
3.371734923999999864e+02 3.716150000000000286e-01
3.054503060000000403e+01 -1.257052899999999918e+00
2.025304989999999705e+01 -2.552789999999999782e-01
2.124213410000000124e+01 6.836661999999998907e-01
3.170033874999999739e+02 -4.727159999999999695e-01
3.329024962999999957e+02 1.150715900000000014e+00
3.391782531999999719e+02 -1.183281199999999922e+00
1.282907010000000092e+01 1.093272199999999916e+00
3.226800841999999534e+02 1.177636000000000127e+00
4.815404509999999760e+01 -1.228641000000000094e+00
8.184074400000000082e+00 9.058379999999999210e-01
3.543526001000000178e+02 1.105833199999999961e+00
2.094257349999999818e+01 -6.538311999999999458e-01
4.421922299999999950e+01 -1.446020000000000083e-01
1.321990009999999849e+01 -1.193739200000000000e+00
3.408106994999999984e+02 -3.340010000000000479e-01
3.542047120000000859e+01 5.371709999999999541e-01
4.692724609999999785e+01 4.088950000000000085e-01
3.109129027999999835e+02 1.068375899999999712e+00
3.206347961000000168e+02 9.643370000000001108e-01
3.452968140000000403e+02 1.212029000000000023e+00
5.613831709999999475e+01 -7.364848000000000505e-01
8.777774800000001321e+00 -4.236659999999999870e-01
1.593981739999999903e+01 6.296559999999999935e-01
4.824069599999999980e+01 3.839639999999999720e-01
4.247661970000000764e+01 6.150869999999999393e-01
4.048813629999999364e+01 1.176619999999999888e-01
3.117266541000000188e+02 1.177597999999999923e+00
3.185263977000000182e+02 -6.381661999999999058e-01
2.833840939999999975e+01 6.290661999999999088e-01
2.607956900000000022e+00 9.132379999999998832e-01
5.089918519999999802e+01 -8.759378000000000997e-01
3.212703551999999831e+02 -9.061590000000000478e-01
3.141678466999999841e+02 -6.068540000000000045e-01
3.116174926999999570e+02 8.866239999999999677e-01
4.552387999999999835e+01 -1.197412999999999839e+00
4.808701710000000418e+01 -6.738739999999999730e-01
3.114131930000000281e+01 1.121755999999999975e+00
1.958545899999999840e+00 -1.540890000000000037e-01
3.591073913999999832e+02 7.724439999999999085e-01
3.497665099999999825e+02 2.442040000000000044e-01
3.253458861999999954e+02 -2.280189999999999995e-01
3.211148986999999693e+02 6.973380000000000134e-01
3.550148009999999772e+02 2.245349999999999846e-01
9.992393500000000373e+00 -4.025299999999999712e-02
3.359840393000000063e+02 -4.208760000000000279e-01
3.170994873000000212e+02 1.399870000000000003e-01
3.402242126000000439e+02 1.143081999999999931e+00
3.527033081000000152e+02 3.112599999999999742e-02
3.262322692999999845e+02 1.040622900000000017e+00
1.282907010000000092e+01 1.093272199999999916e+00
2.217090029999999956e+01 5.037669999999999648e-01
3.265714110999999775e+02 8.975521999999999112e-01
2.113647459999999967e+01 3.843820000000000014e-01
3.578610840000000053e+02 -4.874919999999999809e-01
6.717636099999999111e+00 -4.023340000000000249e-01
3.300172119000000066e+02 6.208069999999999977e-01
2.190209010000000234e+01 -1.016990199999999955e+00
2.000276100000000223e+00 -5.943999999999999631e-03
2.189808649999999801e+01 1.033358900000000080e+00
4.288948060000000595e+01 4.840960000000000263e-01
4.205617520000000553e+01 7.050920000000000520e-01
5.613831709999999475e+01 -7.364848000000000505e-01
6.037988200000000916e+00 -6.659589999999999677e-01
3.215458983999999987e+02 7.709289999999999754e-01
3.177644958000000202e+02 -1.620449999999999946e-01
3.537691040000000271e+02 2.973770000000000024e-01
2.624239349999999860e+01 6.938640000000000363e-01
3.207573853000000099e+02 1.245130199999999965e+00
3.475034484999999904e+02 -8.783400000000000929e-02
2.014735029999999938e+01 -1.087466999999999961e+00
2.051942060000000012e+01 6.591529999999999889e-01
4.393212510000000037e+01 -5.119560000000000777e-01
3.149209595000000377e+02 -1.405819999999999848e-01
3.511478881999999544e+02 -1.116565899999999889e+00
3.328140869000000066e+02 2.711850000000000094e-01
3.455831603999999970e+02 -3.456369999999999720e-01
3.300637816999999927e+02 1.014310000000000045e+00
1.787476730000000202e+01 5.753949999999999898e-01
3.558858109999999897e+01 -5.113900000000000112e-01
3.530578308000000334e+02 -9.089719999999998912e-01
2.058391950000000037e+01 -1.099015999999999993e+00
1.595412829999999893e+01 2.926799999999999957e-01
5.893924329999999401e+01 1.137939000000000034e+00
1.282907010000000092e+01 1.093272199999999916e+00
2.676833919999999978e+01 3.801899999999999724e-02
3.144823913999999832e+02 8.471961999999999549e-01
3.126406555000000367e+02 1.203835199999999883e+00
3.126406555000000367e+02 1.203835199999999883e+00
3.227937011999999868e+02 1.175917300000000054e+00
2.000276100000000223e+00 -5.943999999999999631e-03
3.354017943999999716e+02 3.360389999999999766e-01
3.127583007999999722e+02 -7.897129999999999983e-01
3.522647095000000377e+02 -7.798450000000000104e-01
2.624239349999999860e+01 6.938640000000000363e-01
2.000276100000000223e+00 -5.943999999999999631e-03
2.412173500000000193e+00 1.713790000000000036e-01
5.430395099999999253e+00 1.144515900000000030e+00
2.127414699999999925e+01 7.703750000000000320e-01
3.583967896000000337e+02 6.386990000000000167e-01
3.701409149999999926e+01 3.778940000000000077e-01
3.273532410000000255e+02 8.281680000000000152e-01
3.138473816000000056e+02 4.625100000000000322e-01
1.449209880000000084e+01 -1.068230000000000013e+00
3.190047913000000221e+02 1.899520000000000097e-01
3.254987487999999871e+02 1.022054000000000018e+00
3.112254943999999455e+02 9.877569999999999961e-01
1.631144910000000081e+01 4.436260000000000203e-01
3.371734923999999864e+02 3.716150000000000286e-01
1.595412829999999893e+01 2.926799999999999957e-01
3.097264098999999646e+02 7.657909999999999995e-01
3.122569884999999772e+02 -1.158600000000000074e+00
2.127414699999999925e+01 7.703750000000000320e-01
5.489523700000000161e+01 9.835930000000000506e-01
3.583967896000000337e+02 6.386990000000000167e-01
3.260715026999999964e+02 6.442060000000000564e-01
3.123634337999999957e+02 7.183680000000000065e-01
3.147759093999999322e+02 -2.368260000000000087e-01
3.990826029999999491e+01 -1.257663999999999893e+00
3.591073913999999832e+02 7.724439999999999085e-01
2.581745910000000066e+01 -1.121858000000000022e+00
3.450506896999999640e+02 1.116857999999999906e+00
8.313364999999999227e+00 -7.226598000000000743e-01
3.204589538999999832e+02 2.315219999999999778e-01
1.163555899999999976e+00 -5.292989999999999640e-01
3.208363953000000492e+02 4.154340000000000255e-01
3.313943481000000020e+02 -6.011360000000000037e-01
1.706391910000000323e+01 -3.008040000000000158e-01
3.123067017000000192e+02 1.340719999999999967e-01
3.806869129999999757e+01 -4.747119999999999673e-01
3.431377410000000339e+01 1.199438000000000004e+00
2.624239349999999860e+01 6.938640000000000363e-01
3.430576710000000418e+01 -7.574790000000000134e-01
5.613831709999999475e+01 -7.364848000000000505e-01
3.212321167000000059e+02 -4.334700000000000358e-02
4.434061810000000747e+01 1.039265899999999965e+00
4.434061810000000747e+01 1.039265899999999965e+00
5.646303200000000189e+00 9.296900000000000996e-02
3.111939050000000151e+01 4.867839999999999945e-01
4.994526670000000479e+01 1.005209999999999937e+00
3.506493529999999623e+02 9.376900000000000512e-02
9.016656900000000974e+00 6.380500000000000060e-01
3.253458861999999954e+02 -2.280189999999999995e-01
4.867942429999999376e+01 2.945730000000000293e-01
3.144457091999999534e+02 -5.445901999999999132e-01
3.550553893999999673e+02 -7.645522000000000151e-01
3.502575683999999683e+02 5.145870000000000166e-01
1.739400669999999849e+01 8.056989999999999430e-01
1.904897310000000132e+01 1.043837200000000021e+00
2.428438949999999963e+01 1.027461799999999981e+00
3.092125548999999864e+02 -3.936900000000000122e-02
3.137568970000000377e+02 -1.263127200000000006e+00
3.532294006000000195e+02 -6.600869999999999793e-01
3.143160095000000069e+02 -1.110065899999999939e+00
3.530578308000000334e+02 -9.089719999999998912e-01
3.253458861999999954e+02 -2.280189999999999995e-01
3.303253478999999970e+02 8.421370000000001355e-01
3.110104979999999841e+02 -5.050780000000000269e-01
3.557820128999999838e+02 -1.711940000000000128e-01
3.219393921000000205e+02 -8.844799999999999884e-02
3.575116577000000007e+02 -8.924869000000000829e-01
3.499427185000000122e+02 1.205677000000000110e+00
3.197238463999999567e+02 -1.251718000000000108e+00
1.169378190000000117e+01 1.216304400000000063e+00
3.117198181000000545e+02 2.597579999999999889e-01
4.205593110000000223e+01 2.848399999999999821e-01
7.541917800000000227e+00 -9.583011999999998531e-01
3.487207946999999422e+02 2.052670000000000050e-01
5.559762570000000181e+01 -8.762708000000000164e-01
1.449209880000000084e+01 -1.068230000000000013e+00
3.588294372999999950e+02 -4.779390000000000582e-01
3.530578308000000334e+02 -9.089719999999998912e-01
3.208363953000000492e+02 4.154340000000000255e-01
2.887221909999999880e+01 -1.102114199999999933e+00
3.553545531999999412e+02 2.638460000000000250e-01
3.381836853000000360e+02 2.382000000000000003e-03
3.226967162999999914e+02 9.827839999999999909e-01
3.260361022999999818e+02 1.059460600000000197e+00
1.095812989999999942e+01 -9.632950000000001234e-01
3.430576710000000418e+01 -7.574790000000000134e-01
3.154379578000000492e+02 4.474890000000000256e-01
3.444006041999999752e+02 -9.288621999999999712e-01
2.887221909999999880e+01 -1.102114199999999933e+00
3.583967896000000337e+02 6.386990000000000167e-01
2.607956900000000022e+00 9.132379999999998832e-01
6.550759799999999800e+00 -4.060579999999999745e-01
3.380929871000000162e+02 1.155737000000000014e+00
3.367412720000000377e+02 3.588659999999999628e-01
3.546442566000000056e+02 8.902419999999999778e-01
3.591073913999999832e+02 7.724439999999999085e-01
9.449530599999999225e+00 -2.868179999999999619e-01
2.607956900000000022e+00 9.132379999999998832e-01
1.937137600000000148e+01 3.635019999999999918e-01
5.603439709999999963e+01 -5.182970000000000077e-01
2.993814660000000316e+01 8.492910000000000181e-01
1.815563960000000066e+01 3.249589999999999979e-01
5.615081789999999984e+01 3.160199999999999676e-01
3.357558898999999997e+02 1.089729999999999865e+00
4.048813629999999364e+01 1.176619999999999888e-01
3.628793720000000178e+01 -3.151729999999999809e-01
3.575899658000000159e+02 -1.170859000000000094e+00
3.396285629999999855e+01 7.472340000000000648e-01
2.624239349999999860e+01 6.938640000000000363e-01
2.411873049999999807e+01 -6.717579999999999663e-01
5.331466670000000363e+01 -6.963930000000000398e-01
2.693051909999999793e+01 7.242969000000000213e-01
3.180556029999999623e+02 -2.413119999999999987e-01
2.624239349999999860e+01 6.938640000000000363e-01
5.593256759999999872e+01 -3.675989999999999536e-01
4.824069599999999980e+01 3.839639999999999720e-01
3.300172119000000066e+02 6.208069999999999977e-01
1.128590969999999949e+01 -8.673129999999998896e-01
3.530578308000000334e+02 -9.089719999999998912e-01
3.316924132999999983e+02 -1.084400000000000086e-01
3.578610840000000053e+02 -4.874919999999999809e-01
3.530578308000000334e+02 -9.089719999999998912e-01
5.762851720000000455e+01 1.205632999999999955e+00
3.456832886000000258e+02 1.045483799999999963e+00
3.448198853000000099e+02 1.039069999999999994e-01
3.101833801000000221e+02 -7.468400000000000039e-02
3.707355499999999893e+01 -6.550262000000000029e-01
2.183118630000000238e+01 1.250880000000000047e-01
3.289839171999999508e+02 -1.217571999999999877e+00
1.416024209999999961e+01 -3.105110000000000370e-01
2.661545939999999888e+01 9.491792000000000007e-01
2.521009899999999693e+00 8.615010000000000723e-01
3.194461059999999861e+02 -4.429949999999999721e-01
3.128369446000000380e+02 3.363440000000000318e-01
3.456832886000000258e+02 1.045483799999999963e+00
3.530578308000000334e+02 -9.089719999999998912e-01
5.837708000000000119e+00 6.759869000000000572e-01
3.355140991000000668e+02 1.256662999999999863e+00
8.353812200000000132e+00 1.196158199999999949e+00
5.613997270000000839e+01 9.234412000000000731e-01
1.937137600000000148e+01 3.635019999999999918e-01
3.415627136000000519e+02 -6.552700000000000191e-01
3.568002013999999917e+02 -1.450960000000000027e-01
3.280080871999999772e+02 1.055272899999999847e+00
3.089760131999999544e+02 -1.855300000000000005e-02
4.247661970000000764e+01 6.150869999999999393e-01
2.239266010000000406e+01 4.745909999999999851e-01
3.310571593999999322e+02 1.880999999999999894e-01
3.591073913999999832e+02 7.724439999999999085e-01
3.091773986999999693e+02 1.069204000000000043e+00
1.449209880000000084e+01 -1.068230000000000013e+00
2.464616010000000301e+01 -2.478650000000000020e-01
2.000276100000000223e+00 -5.943999999999999631e-03
5.854511699999999763e+00 -1.031037999999999899e+00
3.185633849999999825e+02 -7.229878000000000693e-01
3.301402588000000264e+02 -3.213289999999999758e-01
3.112744141000000013e+02 -1.106302300000000072e+00
3.577720641999999884e+02 1.185238199999999908e+00
3.568002013999999917e+02 -1.450960000000000027e-01
3.565883483999999726e+02 -5.498022000000000187e-01
2.122561069999999717e+01 9.932200000000001028e-01
2.500530619999999971e+01 5.976310000000000233e-01
8.777774800000001321e+00 -4.236659999999999870e-01
3.264012146000000030e+02 -5.955829999999999735e-01
1.822801969999999727e+01 -4.248799999999999799e-02
5.599809649999999550e+01 3.359269999999999756e-01
3.196540833000000248e+02 -1.065271999999999997e+00
3.355540465999999924e+02 1.142829999999999957e-01
4.934901810000000211e+01 -7.287060000000000759e-01
1.127309890000000081e+01 5.285330000000000306e-01
4.247661970000000764e+01 6.150869999999999393e-01
3.094750061000000301e+02 1.975810000000000066e-01
1.109084029999999998e+01 9.812429999999999763e-01
3.173262938999999960e+02 7.037860000000000227e-01
5.613831709999999475e+01 -7.364848000000000505e-01
3.140592041000000449e+02 1.217740199999999939e+00
1.706391910000000323e+01 -3.008040000000000158e-01
5.502708050000000384e+01 -1.252670899999999810e+00
2.887221909999999880e+01 -1.102114199999999933e+00
4.604291150000000243e+01 -8.216219999999999635e-01
4.913641739999999913e+01 -4.284199999999999675e-01
1.396621890000000121e+01 -1.072877999999999998e+00
7.495407099999999545e+00 -1.285099999999999958e-02
3.562884827000000314e+02 -7.084310000000000329e-01
2.323584939999999932e+01 9.849400000000001210e-02
3.475034484999999904e+02 -8.783400000000000929e-02
1.078717900000000007e+01 1.205268000000000006e+00
3.159299621999999772e+02 1.819220000000000004e-01
5.430395099999999253e+00 1.144515900000000030e+00
3.164812011999999868e+02 -7.653939999999999078e-01
3.204747008999999593e+02 -1.755569999999999908e-01
2.415720939999999928e+01 -1.076811199999999857e+00
2.801267430000000047e+01 1.024842999999999948e+00
3.461043091000000231e+02 9.048292000000000002e-01
3.215458983999999987e+02 7.709289999999999754e-01
3.476260985999999775e+02 -9.627000000000000002e-01
3.464416198999999779e+02 -1.722889999999999977e-01
1.739400669999999849e+01 8.056989999999999430e-01
3.247553101000000311e+02 1.258687000000000111e+00
5.479370120000000099e+01 4.879590000000000316e-01
3.530578308000000334e+02 -9.089719999999998912e-01
3.338893130000000298e+01 5.085859999999999825e-01
5.908709720000000942e+01 8.571499999999999952e-02
3.591073913999999832e+02 7.724439999999999085e-01
3.245836639999999562e+01 -3.827570000000000139e-01
