# skymap_id,tract,patch,mjd,taiobs
98020306,9802,"3,6",56986.6135193128,2014-11-25 14:43:28.069000
98020701,9802,"7,1",56986.5920522045,2014-11-25 14:12:33.310000
98020106,9802,"1,6",57398.4235245762,2016-01-11 10:09:52.523000
98020404,9802,"4,4",56986.6006853338,2014-11-25 14:24:59.213000
98020300,9802,"3,0",56986.6070563965,2014-11-25 14:34:09.673000
98020100,9802,"1,0",57106.4141724976,2015-03-25 09:56:24.504000
98020701,9802,"7,1",56986.5978113902,2014-11-25 14:20:50.904000
98020306,9802,"3,6",56986.6264709956,2014-11-25 15:02:07.094000
98020300,9802,"3,0",56986.6221976299,2014-11-25 14:55:57.875000
98020701,9802,"7,1",56986.6070563965,2014-11-25 14:34:09.673000
98020404,9802,"4,4",56986.6070563965,2014-11-25 14:34:09.673000
98020101,9802,"1,1",56986.6006853338,2014-11-25 14:24:59.213000
