# ra,dec,g_cmodel_mag,g_cmodel_magsigma,r_cmodel_mag,r_cmodel_magsigma,i_cmodel_mag,i_cmodel_magsigma,g_psfflux_mag,g_psfflux_magsigma,r_psfflux_mag,r_psfflux_magsigma,i_psfflux_mag,i_psfflux_magsigma,object_id,g_psfflux_flag,r_psfflux_flag,i_psfflux_flag,g_cmodel_flag,r_cmodel_flag,i_cmodel_flag,g_pixelflags_edge,r_pixelflags_edge,i_pixelflags_edge,g_pixelflags_bad,r_pixelflags_bad,i_pixelflags_bad,g_pixelflags_interpolatedcenter,r_pixelflags_interpolatedcenter,i_pixelflags_interpolatedcenter,g_pixelflags_saturatedcenter,r_pixelflags_saturatedcenter,i_pixelflags_saturatedcenter,g_pixelflags_crcenter,r_pixelflags_crcenter,i_pixelflags_crcenter
0.5146480905653728,-1.2178502190565883,19.080349,0.00192180718,18.7946682,0.00124370493,18.7431526,0.000703279278,19.0807495,0.00179332215,18.798008,0.00123977498,18.7514191,0.000699769473,40576518845388925,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5146480905653728,-1.2178502190565883,19.080349,0.00192180718,18.7946682,0.00124370493,18.7431526,0.000703279278,19.0807495,0.00179332215,18.798008,0.00123977498,18.7514191,0.000699769473,40576518845388925,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5436921673890988,-1.024039029407077,19.9268646,0.00176094205,19.4355297,0.00109991385,19.3754921,0.00103036058,19.9247189,0.00161599962,19.4333839,0.00109150144,19.3774319,0.00102251477,40576523140360815,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5436921673890988,-1.024039029407077,19.9268646,0.00176094205,19.4355297,0.00109991385,19.3754921,0.00103036058,19.9247189,0.00161599962,19.4333839,0.00109150144,19.3774319,0.00102251477,40576523140360815,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5436921673890988,-1.024039029407077,19.9268646,0.00176094205,19.4355297,0.00109991385,19.3754921,0.00103036058,19.9247189,0.00161599962,19.4333839,0.00109150144,19.3774319,0.00102251477,40576523140360815,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5436921673890988,-1.024039029407077,19.9268646,0.00176094205,19.4355297,0.00109991385,19.3754921,0.00103036058,19.9247189,0.00161599962,19.4333839,0.00109150144,19.3774319,0.00102251477,40576523140360815,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5436921673890988,-1.024039029407077,19.9268646,0.00176094205,19.4355297,0.00109991385,19.3754921,0.00103036058,19.9247189,0.00161599962,19.4333839,0.00109150144,19.3774319,0.00102251477,40576523140360815,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5436921673890988,-1.024039029407077,19.9268646,0.00176094205,19.4355297,0.00109991385,19.3754921,0.00103036058,19.9247189,0.00161599962,19.4333839,0.00109150144,19.3774319,0.00102251477,40576523140360815,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5837066757620022,-0.8730188746128215,20.9043293,0.00311615667,20.6300278,0.00244747754,20.0819702,0.00140942144,20.8975143,0.00279859873,20.6286106,0.0023756132,20.0817432,0.00139773055,40576527435328487,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5837066757620022,-0.8730188746128215,20.9043293,0.00311615667,20.6300278,0.00244747754,20.0819702,0.00140942144,20.8975143,0.00279859873,20.6286106,0.0023756132,20.0817432,0.00139773055,40576527435328487,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5837066757620022,-0.8730188746128215,20.9043293,0.00311615667,20.6300278,0.00244747754,20.0819702,0.00140942144,20.8975143,0.00279859873,20.6286106,0.0023756132,20.0817432,0.00139773055,40576527435328487,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5837066757620022,-0.8730188746128215,20.9043293,0.00311615667,20.6300278,0.00244747754,20.0819702,0.00140942144,20.8975143,0.00279859873,20.6286106,0.0023756132,20.0817432,0.00139773055,40576527435328487,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5837066757620022,-0.8730188746128215,20.9043293,0.00311615667,20.6300278,0.00244747754,20.0819702,0.00140942144,20.8975143,0.00279859873,20.6286106,0.0023756132,20.0817432,0.00139773055,40576527435328487,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5837066757620022,-0.8730188746128215,20.9043293,0.00311615667,20.6300278,0.00244747754,20.0819702,0.00140942144,20.8975143,0.00279859873,20.6286106,0.0023756132,20.0817432,0.00139773055,40576527435328487,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5837066757620022,-0.8730188746128215,20.9043293,0.00311615667,20.6300278,0.00244747754,20.0819702,0.00140942144,20.8975143,0.00279859873,20.6286106,0.0023756132,20.0817432,0.00139773055,40576527435328487,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5837066757620022,-0.8730188746128215,20.9043293,0.00311615667,20.6300278,0.00244747754,20.0819702,0.00140942144,20.8975143,0.00279859873,20.6286106,0.0023756132,20.0817432,0.00139773055,40576527435328487,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5837066757620022,-0.8730188746128215,20.9043293,0.00311615667,20.6300278,0.00244747754,20.0819702,0.00140942144,20.8975143,0.00279859873,20.6286106,0.0023756132,20.0817432,0.00139773055,40576527435328487,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.47470632555364356,-0.26391286288179155,20.1924553,0.00148556975,19.7438679,0.00115808763,19.5954056,0.000792742474,20.1882381,0.00135507516,19.7449741,0.00113575545,19.5954857,0.000786463497,40576544615194442,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.41938635133791674,-1.0569919869985382,18.8225861,0.000818970497,18.6234283,0.000707555155,18.7514,0.000674492156,18.8271599,0.000750263745,18.6410484,0.000704464968,18.7653809,0.000672440452,40576660579308695,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.41938635133791674,-1.0569919869985382,18.8225861,0.000818970497,18.6234283,0.000707555155,18.7514,0.000674492156,18.8271599,0.000750263745,18.6410484,0.000704464968,18.7653809,0.000672440452,40576660579308695,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.41938635133791674,-1.0569919869985382,18.8225861,0.000818970497,18.6234283,0.000707555155,18.7514,0.000674492156,18.8271599,0.000750263745,18.6410484,0.000704464968,18.7653809,0.000672440452,40576660579308695,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.41938635133791674,-1.0569919869985382,18.8225861,0.000818970497,18.6234283,0.000707555155,18.7514,0.000674492156,18.8271599,0.000750263745,18.6410484,0.000704464968,18.7653809,0.000672440452,40576660579308695,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.41938635133791674,-1.0569919869985382,18.8225861,0.000818970497,18.6234283,0.000707555155,18.7514,0.000674492156,18.8271599,0.000750263745,18.6410484,0.000704464968,18.7653809,0.000672440452,40576660579308695,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.41938635133791674,-1.0569919869985382,18.8225861,0.000818970497,18.6234283,0.000707555155,18.7514,0.000674492156,18.8271599,0.000750263745,18.6410484,0.000704464968,18.7653809,0.000672440452,40576660579308695,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.41938635133791674,-1.0569919869985382,18.8225861,0.000818970497,18.6234283,0.000707555155,18.7514,0.000674492156,18.8271599,0.000750263745,18.6410484,0.000704464968,18.7653809,0.000672440452,40576660579308695,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.41938635133791674,-1.0569919869985382,18.8225861,0.000818970497,18.6234283,0.000707555155,18.7514,0.000674492156,18.8271599,0.000750263745,18.6410484,0.000704464968,18.7653809,0.000672440452,40576660579308695,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.41938635133791674,-1.0569919869985382,18.8225861,0.000818970497,18.6234283,0.000707555155,18.7514,0.000674492156,18.8271599,0.000750263745,18.6410484,0.000704464968,18.7653809,0.000672440452,40576660579308695,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.44691908414172643,-0.9068069946015347,19.9370689,0.00145980041,19.401722,0.000922699575,19.1607533,0.000704919396,19.9384155,0.00133152038,19.3975697,0.000909792841,19.1633739,0.000700473087,40576664874281212,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.4493418403310361,-0.2781133764580367,21.399271,0.00322068087,20.7059174,0.00188613206,20.4319954,0.0013954225,21.3974533,0.00297819753,20.7062721,0.00185503985,20.42943,0.00138533989,40576677759188959,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.28147395088821264,-0.011904501470810886,19.0682125,0.00123224373,18.716135,0.00070184737,nan,nan,19.0572147,0.00115766074,18.7167397,0.00069723255,18.6593552,0.000448001258,40576686349115526,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0.19232534308544927,-0.5019767043974687,20.4427834,0.00225700857,20.3403816,0.00212636683,20.081234,0.00136839389,20.4579105,0.00216792454,20.3565369,0.0020418854,20.1299744,0.00136872812,40576810903172181,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
